sgRNA	Gene	baseline_1	fxn_1	baseline_2	fxn_2
sgDYNAP_1	DYNAP	11830	8353	387	438
sgKRT2_4	KRT2	1007	1525	5410	2232
sgGAGE10_3	GAGE10	1794	1126	311	458
sgTAS2R20_2	TAS2R20	513	633	617	585
sgGIMAP1_4	GIMAP1	1174	627	2487	2099
sgSIRT3_1	SIRT3	1109	1544	624	517
sgTSPAN13_1	TSPAN13	962	1136	7898	3029
sgTBC1D25_3	TBC1D25	1469	1577	504	360
sgAPOH_4	APOH	2378	1778	3654	2782
sgPROCA1_3	PROCA1	3655	2916	1396	529
sgTCP11X2_4	TCP11X2	1530	1144	1007	528
sgOR7C2_2	OR7C2	2373	4839	2420	1452
sgC7orf60_3	C7orf60	1314	1443	394	657
sgLSMEM2_2	LSMEM2	1029	914	1844	1693
sgASB14_2	ASB14	6344	3032	5211	3566
Neg_Control_Human_GA_0408	NegCtrl	1853	2365	999	1158
sgHBB_3	HBB	790	595	3112	1758
sgPOMZP3_4	POMZP3	275	390	516	489
sgMADD_1	MADD	1365	634	3336	2119
sgTSSK2_2	TSSK2	938	1237	5592	3478
sgTBX1_1	TBX1	1687	1605	2288	1698
sgCSTF2T_3	CSTF2T	4233	3574	2741	2231
sgMS4A12_2	MS4A12	3692	2562	700	415
sgKNOP1_4	KNOP1	2392	1496	3499	2192
sgSP9_1	SP9	839	789	1883	825
sgSTOX1_2	STOX1	681	463	2907	1588
sgGUCY1A2_3	GUCY1A2	1522	2416	3229	2578
sgFMN2_1	FMN2	2140	1386	970	1060
sgFEM1A_2	FEM1A	2054	1816	161	125
sgPSMD6_3	PSMD6	1774	815	812	981
sgRUFY3_1	RUFY3	3572	2406	1271	595
sgFAHD2A_3	FAHD2A	2030	1529	115	182
sgHERC4_3	HERC4	746	398	257	466
sgZNF560_4	ZNF560	4617	2600	2963	2258
sgABHD8_4	ABHD8	2898	2211	1235	995
sgMSLN_2	MSLN	1078	1020	3163	2537
sgFMNL3_1	FMNL3	1814	1952	1853	1356
sgPLIN1_2	PLIN1	1303	550	2160	688
sgCROCC_1	CROCC	366	281	996	1050
sgBPI_1	BPI	3086	2739	3148	1485
sgGPR149_4	GPR149	746	517	3283	1703
sgCWC15_3	CWC15	591	90	222	169
sgFUT8_3	FUT8	573	249	534	667
sgFTH1P18_1	FTH1P18	922	1182	5237	3312
sgSAMD9_4	SAMD9	1515	1106	600	333
sgRBM38_2	RBM38	2434	2794	1670	1127
sgLDLR_2	LDLR	4517	4744	2795	1744
sgC6orf203_4	C6orf203	1141	1177	1827	1272
sgSSC5D_4	SSC5D	593	716	600	530
sgPCDHGB7_4	PCDHGB7	1032	407	2497	2863
sgTRPS1_3	TRPS1	1495	1292	1582	1424
sgZCCHC8_2	ZCCHC8	577	745	400	434
sgPOLR2J2_4	POLR2J2	1572	1132	1344	995
sgGAK_3	GAK	2213	1653	3244	1644
sgC6orf7_4	C6orf7	1484	934	1578	1194
sgFPGT_4	FPGT	2487	1734	1197	972
sgID3_4	ID3	777	1173	1588	1617
sgPAK1_3	PAK1	1218	771	448	368
sgPTPN6_1	PTPN6	2442	1980	18069	6656
sgSTK3_2	STK3	1517	1054	1451	1090
sgRANBP2_1	RANBP2	1792	963	2948	1819
sgC22orf23_1	C22orf23	1352	1453	2197	1551
sgRXFP2_4	RXFP2	2785	1489	3474	2533
sgPANX2_1	PANX2	1395	1099	2301	1737
sgGPR88_3	GPR88	2011	2056	1616	845
sgPTGES_1	PTGES	630	438	685	812
sgANKS3_1	ANKS3	1708	1894	7963	4630
sgCUL4A_1	CUL4A	896	398	1163	1307
sgTMC4_3	TMC4	375	201	857	361
sgMCEE_2	MCEE	2323	2690	4313	2955
sgTMEM27_2	TMEM27	2785	1589	2833	1939
sgPARP6_3	PARP6	309	276	891	632
sgCAMKV_3	CAMKV	1357	1277	1687	1700
sgPNMA6A_4	PNMA6A	359	368	557	965
sgSLC4A8_4	SLC4A8	1091	816	804	1261
sgUBR4_2	UBR4	3625	3198	4032	2146
sgUGT2B15_2	UGT2B15	1561	1211	19443	5436
sgTHRB_3	THRB	1006	1248	4060	2167
sgHIGD2A_1	HIGD2A	771	1381	1786	1638
sgGGN_4	GGN	2529	1465	2437	2625
sgEBF1_1	EBF1	893	626	836	818
sgAQP12A_3	AQP12A	1087	869	2797	1446
sgUBR3_2	UBR3	719	330	2177	2047
sgMCUR1_2	MCUR1	1098	1140	3016	3124
sgSLC17A7_2	SLC17A7	1041	929	850	643
sgPJA2_1	PJA2	566	726	1684	1099
sgNELFE_3	NELFE	1491	1138	2849	2036
sgDNAJC10_2	DNAJC10	3501	2852	2014	1659
sgSOX14_1	SOX14	369	295	717	976
sgBRINP2_1	BRINP2	2093	2159	1383	1663
sgF11_2	F11	1237	1043	3189	2215
sgASIC3_3	ASIC3	1310	886	1416	985
sgUFM1_2	UFM1	359	328	2127	906
sgMYLPF_4	MYLPF	6640	4532	2667	2232
sgHIST1H3I_3	HIST1H3I	2309	1878	510	343
sgGGT1_4	GGT1	2225	1849	2315	2832
sgPITX2_1	PITX2	720	866	1835	1998
sgFAM153A_2	FAM153A	1340	1692	178	142
sgCD96_1	CD96	1456	1181	808	208
sgMEF2B_4	MEF2B	2025	1914	2779	1879
sgTMEM185A_1	TMEM185A	1544	1114	2420	1186
sgAOAH_4	AOAH	4055	3325	2559	1558
sgNSUN3_2	NSUN3	1270	1348	1966	968
sgB3GALT5_2	B3GALT5	1401	1254	1622	1746
sgARHGEF28_1	ARHGEF28	1604	1185	2226	2246
sgRAB11FIP2_2	RAB11FIP2	262	69	3932	2243
sgIQCK_4	IQCK	3879	1908	2285	2328
sgPRAME_1	PRAME	1901	1121	1630	597
sgTSEN2_4	TSEN2	961	975	693	668
sgSDC2_4	SDC2	1783	1266	11803	7999
sgPOU5F1B_1	POU5F1B	1811	2047	6863	3804
sgDEFB121_2	DEFB121	1753	804	8109	4504
sgHK1_3	HK1	3617	3476	1172	915
sgBDKRB2_2	BDKRB2	3601	1796	1929	1306
sgCOL11A2_3	COL11A2	955	582	1617	1816
sgDEFB135_4	DEFB135	434	615	235	432
sgETS2_2	ETS2	1250	1768	1667	1692
sgBCL11B_2	BCL11B	2234	1510	6277	2806
sgTMEM167B_4	TMEM167B	3244	1872	1267	753
sgFERMT3_3	FERMT3	782	368	739	790
sgDNAJC4_3	DNAJC4	4416	2444	1268	1277
sgIFNE_1	IFNE	3081	1622	2578	2216
sgIL17F_1	IL17F	1327	1394	863	707
sgCATSPERD_1	CATSPERD	987	556	1184	825
sgNME2_2	NME2	4442	2248	20257	10235
sgMED12L_3	MED12L	1002	951	2212	2103
sgSGCA_3	SGCA	449	490	472	681
sgADCYAP1R1_2	ADCYAP1R1	1715	1023	1430	754
sgCC2D1A_1	CC2D1A	5785	4627	2287	2085
sgSNAPC4_1	SNAPC4	606	395	189	167
sgSLC14A1_4	SLC14A1	1244	2794	3904	1677
sgRRBP1_3	RRBP1	5443	2501	1590	1149
sgATXN1_4	ATXN1	6313	6001	2405	2062
sgRPH3A_4	RPH3A	1733	1169	1736	1748
sgIL17C_2	IL17C	1476	936	2661	2533
sgINTRON-SNRPD3_4	NegCtrlIntron	410	352	1451	444
sgFAM231A_3	FAM231A	1461	695	3388	1401
sgTNNC1_1	TNNC1	3222	2503	4416	4511
sgSRGAP2D_3	SRGAP2D	646	434	8	74
sgPANK3_2	PANK3	1014	531	851	508
sgDUPD1_4	DUPD1	3223	2527	1538	1275
sgFAM19A4_4	FAM19A4	4610	2154	1556	1771
sgMTERF4_4	MTERF4	1413	1343	2438	1822
sgCTF1_2	CTF1	1292	1083	3509	1683
sgLGSN_1	LGSN	1508	1686	1967	1753
sgCES5A_2	CES5A	2920	1692	581	372
sgSPHK2_3	SPHK2	331	95	3805	2297
sgPLIN5_1	PLIN5	1668	968	791	465
sgADCY5_1	ADCY5	3978	4494	4503	2236
sgSF3B3_CC_3	SF3B3	280	179	178	336
sgC20orf195_2	C20orf195	3596	1833	3988	2632
sgC10orf113_4	C10orf113	5350	3238	1109	581
sgSLC22A2_1	SLC22A2	1019	983	7277	2074
sgIRF8_2	IRF8	1003	1052	3958	1968
sgMTUS1_2	MTUS1	1083	839	3740	2061
sgCCDC102A_1	CCDC102A	3083	1924	946	1018
sgHERC4_4	HERC4	798	709	258	233
sgSOX17_3	SOX17	1290	370	3999	3087
sgPFKFB4_1	PFKFB4	3487	2658	1782	1269
sgPRKAB2_1	PRKAB2	3460	1769	2126	1293
sgIL12RB2_4	IL12RB2	1203	895	873	1464
sgPOU1F1_3	POU1F1	6091	2883	479	513
sgELL_1	ELL	2446	1868	1708	1911
sgPARPBP_2	PARPBP	508	574	873	658
sgPPM1E_3	PPM1E	528	519	464	608
sgRTN4RL2_1	RTN4RL2	2350	1436	902	632
sgTRIM41_4	TRIM41	4250	3156	4711	5780
sgWEE2_3	WEE2	3210	1834	1129	700
sgHOMER1_1	HOMER1	750	954	1400	1536
sgCD99L2_4	CD99L2	1319	1178	1380	1375
sgDLST_1	DLST	101	138	177	0
sgANKRD28_3	ANKRD28	1000	545	1236	1179
sgMPZL3_3	MPZL3	995	916	319	354
sgGLB1_2	GLB1	1017	1303	1893	1915
sgGSR_1	GSR	1627	610	132	58
sgC9orf156_2	C9orf156	2441	1313	1236	1148
sgPSMB2_3	PSMB2	1230	1252	423	448
sgMYOG_3	MYOG	1604	860	1861	1089
sgTMBIM6_1	TMBIM6	2386	2192	942	879
sgERCC6L_3	ERCC6L	2275	2104	897	612
sgMID2_4	MID2	1029	762	732	764
sgCHURC1-FNTB_1	CHURC1-FNTB	2133	1356	2014	1048
sgMAGEC3_1	MAGEC3	1776	1538	1672	1437
sgREEP4_1	REEP4	618	574	421	387
sgMYOD1_4	MYOD1	528	340	218	424
sgADCYAP1_2	ADCYAP1	1060	1099	1098	624
sgPRPS2_2	PRPS2	933	978	1161	1223
sgS100A13_3	S100A13	1785	1041	1850	544
sgROR1_1	ROR1	2085	1771	3510	2321
sgHNRNPA0_4	HNRNPA0	1714	1788	3762	1171
sgNPY1R_3	NPY1R	3650	2724	1731	1817
sgRFX1_1	RFX1	1697	1389	9311	6102
sgPEX1_3	PEX1	1015	849	1077	379
sgOR6A2_1	OR6A2	537	573	1225	795
sgCCZ1_2	CCZ1	4186	16294	486	872
sgMAGEA9B_3	MAGEA9B	680	756	1191	842
sgCBLN1_3	CBLN1	853	1094	209	48
sgADAMTS15_1	ADAMTS15	8251	4421	538	279
sgMEGF10_2	MEGF10	1507	910	248	252
sgPCMTD2_4	PCMTD2	1955	1696	7664	4018
sgANKRD61_3	ANKRD61	1222	1075	654	1036
sgP2RY12_3	P2RY12	3124	2438	1302	1070
sgTREML4_2	TREML4	841	1065	4076	3026
sgCACNG5_2	CACNG5	4177	3620	5752	2890
sgPTH2R_1	PTH2R	1057	1134	1962	1721
sgSUV420H2_3	SUV420H2	182	435	5575	3917
sgARHGEF18_2	ARHGEF18	1197	1291	435	1056
sgOR9A4_4	OR9A4	1557	851	2900	2488
sgTRPC4_4	TRPC4	510	611	2542	1925
sgTTYH3_2	TTYH3	1854	1175	8040	7870
sgSLC9A2_1	SLC9A2	1650	1408	14	50
sgUNC45A_4	UNC45A	1682	1069	1185	1175
sgSLC17A1_1	SLC17A1	750	747	1045	738
sgSTYX_3	STYX	1047	729	1557	928
sgFES_3	FES	4568	3810	1850	1539
sgZNF689_2	ZNF689	730	602	10718	3110
sgOXSM_2	OXSM	918	1081	1479	1468
sgKREMEN1_1	KREMEN1	1647	1012	909	726
sgTATDN2_3	TATDN2	5060	1145	969	617
sgPTPRT_3	PTPRT	1508	1170	1343	950
sgMAGEA11_2	MAGEA11	668	575	737	742
sgGPD1_2	GPD1	2110	1641	1876	1372
sgCCDC50_1	CCDC50	3785	2559	1358	967
sgRTP4_4	RTP4	515	457	3029	1659
sgGP9_4	GP9	974	641	378	691
sgWNT5B_4	WNT5B	1530	748	1042	1455
sgNUP62CL_4	NUP62CL	678	902	9022	3322
sgRFPL1_2	RFPL1	2929	2009	1737	1456
sgVPS33B_1	VPS33B	1587	1064	2621	2414
sgRPUSD1_2	RPUSD1	4587	3662	1863	1706
sgUBA5_4	UBA5	1412	1015	936	220
sgCNTN6_4	CNTN6	503	316	1520	794
sgSERPINI2_1	SERPINI2	464	576	3839	2146
sgZNF600_3	ZNF600	456	523	400	528
sgHSD17B14_3	HSD17B14	354	469	3114	1766
sgDAZ1_4	DAZ1	605	799	1035	792
sgCDH13_4	CDH13	1326	1270	1834	1614
sgAIF1_2	AIF1	2620	1619	3221	1788
sgOTUD5_2	OTUD5	2964	1068	460	425
sgHECTD4_1	HECTD4	1079	901	2018	1373
sgUFL1_3	UFL1	2357	1755	1614	1077
sgMRPL48_3	MRPL48	529	878	126	318
sgCEP128_2	CEP128	2517	2238	4713	3498
sgCAV2_1	CAV2	1644	1277	630	865
sgNXF3_3	NXF3	883	796	724	231
sgMMD_1	MMD	566	548	906	318
sgOR52N1_1	OR52N1	502	645	7581	7761
sgUSP51_4	USP51	841	460	6249	3075
sgF2RL3_1	F2RL3	5337	5048	1375	1075
sgPDGFRA_4	PDGFRA	1711	1096	557	170
sgACAA2_1	ACAA2	642	454	629	676
sgGMDS_3	GMDS	1118	769	739	1006
sgCCNB1_2	CCNB1	982	850	129	102
sgCLCN5_1	CLCN5	2762	1398	1766	1560
sgRARB_2	RARB	1540	795	2253	2097
sgGSTA2_2	GSTA2	784	444	1474	1341
sgC9orf173_2	C9orf173	1158	1053	661	828
sgCYP17A1_2	CYP17A1	1190	1510	482	556
sgNCMAP_2	NCMAP	1773	2011	503	278
sgGANAB_1	GANAB	2891	2847	857	709
sgGSDMA_1	GSDMA	851	912	1578	1028
sgC20orf27_3	C20orf27	1535	733	125	66
sgZG16_1	ZG16	547	377	1745	754
sgKLK6_4	KLK6	1722	1862	3702	3389
sgARTN_1	ARTN	1073	1006	1191	792
sgNCF1_1	NCF1	1566	755	2611	2527
sgKRTAP10-5_3	KRTAP10-5	2568	2242	779	931
sgOR4K13_4	OR4K13	2804	1854	3932	2517
sgAPOBEC3H_4	APOBEC3H	2455	2403	2089	1835
sgCD163_2	CD163	746	1099	428	344
sgCTSC_1	CTSC	1575	1095	802	1107
sgUBR2_3	UBR2	2665	1793	843	808
sgNBEA_3	NBEA	1541	973	712	252
sgATRN_3	ATRN	695	212	2029	1371
sgAES_2	AES	571	438	369	534
sgLRSAM1_1	LRSAM1	365	230	108	215
sgNCALD_2	NCALD	2456	1926	945	578
sgZNF320_4	ZNF320	1218	1024	2394	1709
sgOR6B3_3	OR6B3	1686	1301	1406	740
sgOR6M1_4	OR6M1	2612	2829	1210	810
sgATP7A_2	ATP7A	1518	740	495	182
sgKRT25_3	KRT25	2031	2002	6140	2426
sgZNF24_2	ZNF24	1140	1088	5171	2575
sgRAB40C_2	RAB40C	1736	1231	1313	578
sgSTX1B_2	STX1B	739	721	1530	1126
sgCCDC57_1	CCDC57	1026	1320	2059	1824
sgHECA_3	HECA	770	2155	652	605
sgTEDDM1_2	TEDDM1	786	534	1075	998
sgDNM1_3	DNM1	1733	1636	1297	1344
sgC8A_1	C8A	538	304	932	591
sgKAZN_2	KAZN	2329	1209	2630	3024
sgSCAF11_2	SCAF11	629	397	3037	2126
sgMRPL38_1	MRPL38	534	655	80	103
sgKBTBD2_1	KBTBD2	1542	1411	4199	2321
sgTMEM5_1	TMEM5	5413	5339	4030	4612
sgBTAF1_4	BTAF1	304	391	852	611
sgRUNDC3B_3	RUNDC3B	8882	4687	1681	1410
sgROBO4_2	ROBO4	2819	3119	1429	663
sgSPOCK2_3	SPOCK2	3408	2008	1479	1122
sgSMOC1_4	SMOC1	917	631	4962	2154
sgZNF471_3	ZNF471	1859	1499	5300	2800
sgPOU3F3_4	POU3F3	993	966	925	1301
sgACADS_1	ACADS	4050	2091	3035	2547
sgCACNG3_4	CACNG3	495	448	289	175
sgMANEA_1	MANEA	2282	2948	1597	799
sgSP8_2	SP8	3491	2409	495	274
sgNUDT1_1	NUDT1	478	369	142	296
sgS100A5_3	S100A5	1255	1609	1339	1158
sgFAM170B_4	FAM170B	1807	1149	342	263
sgFIBP_3	FIBP	1174	1649	1844	871
sgATAD2_1	ATAD2	1263	2112	4149	1524
sgMEGF6_2	MEGF6	2856	2256	5541	2971
sgKHNYN_4	KHNYN	498	577	694	1656
sgMTTP_3	MTTP	1249	1343	1210	802
sgPTPRT_1	PTPRT	1352	1290	656	712
sgPROKR2_1	PROKR2	2268	2331	1047	724
sgZSCAN30_4	ZSCAN30	852	496	643	642
sgDAGLB_4	DAGLB	1064	1166	4586	1978
sgZXDA_4	ZXDA	1326	982	663	963
sgATP2B1_3	ATP2B1	248	131	702	1060
sgCNIH3_3	CNIH3	2931	1471	1706	1769
sgDBNDD1_2	DBNDD1	2463	1878	2072	1006
sgCD72_4	CD72	3551	2851	2621	1921
sgLCN2_2	LCN2	1630	1651	371	434
sgHIATL1_1	HIATL1	2220	1798	1917	749
sgNDST4_1	NDST4	2802	1428	7611	3428
sgSPAG16_3	SPAG16	668	465	259	495
sgRNASEK_2	RNASEK	708	769	33	0
sgCCDC22_4	CCDC22	2843	1911	938	622
sgBTBD17_1	BTBD17	1162	1216	626	333
sgCCDC91_2	CCDC91	1435	766	1881	1712
sgOR2T29_2	OR2T29	1543	1305	215	187
sgPLVAP_3	PLVAP	1829	1970	148	206
sgTENM3_4	TENM3	1138	1284	2030	1651
sgGLIPR1L1_3	GLIPR1L1	1852	1666	4525	3570
sgTFAP2D_4	TFAP2D	216	439	5188	3707
sgFAM122C_1	FAM122C	1646	1371	998	587
sgZNF35_4	ZNF35	1477	728	347	364
sgPINX1_2	PINX1	1294	761	1163	1552
sgZNF821_1	ZNF821	2167	1162	4051	3437
sgGPC6_1	GPC6	2034	1582	3450	4354
sgEIF2B4_3	EIF2B4	1516	1481	590	771
sgHAS1_3	HAS1	1183	1234	2179	2356
sgVSX2_3	VSX2	2190	1246	882	701
sgSOWAHB_1	SOWAHB	438	437	1471	1073
sgGYPC_3	GYPC	3040	3124	3612	1973
sgGCFC2_1	GCFC2	7196	5213	1052	462
sgCHRDL1_4	CHRDL1	6456	4034	3618	2703
sgEFHC2_2	EFHC2	507	579	520	610
sgINTS5_2	INTS5	826	406	359	272
sgIFT57_4	IFT57	3348	1853	323	393
sgDLK1_3	DLK1	3270	2115	3168	2070
sgCDC42EP1_2	CDC42EP1	2600	2904	1989	1241
sgC5orf67_4	C5orf67	2692	939	523	500
sgC5orf67_1	C5orf67	1409	603	829	721
sgZNF606_2	ZNF606	1436	1763	2074	1409
sgCLECL1_1	CLECL1	3371	2226	11158	6236
sgZNF221_4	ZNF221	1307	1065	1809	780
sgNAA15_2	NAA15	354	617	1013	578
sgYWHAZ_4	YWHAZ	1627	1339	1976	1442
sgSTRC_4	STRC	592	322	783	523
sgUBASH3B_3	UBASH3B	2747	1460	1098	1649
sgTTC8_4	TTC8	1507	963	714	627
sgSLC22A10_2	SLC22A10	2012	1483	1119	403
sgPCDHA4_1	PCDHA4	2482	1800	1592	1458
sgTRIM56_4	TRIM56	949	704	4415	2034
sgDEFB112_2	DEFB112	956	822	4755	1498
sgAMFR_4	AMFR	2866	1964	1020	606
sgZNF780A_2	ZNF780A	196	354	19	108
sgLOC100130357_3	LOC100130357	6172	4868	1232	1560
sgIQCC_4	IQCC	346	241	252	460
sgMCM8_4	MCM8	1405	1210	1976	1468
sgSUCO_4	SUCO	774	396	913	752
sgPLAU_2	PLAU	928	590	4482	3038
sgHTRA2_1	HTRA2	1240	1666	2174	2086
sgCASP2_1	CASP2	356	528	1913	1223
sgPPT2_3	PPT2	721	692	367	329
sgSLC12A4_4	SLC12A4	2586	2589	3408	2323
sgHDHD3_2	HDHD3	1994	1743	2165	1531
sgLAMTOR3_2	LAMTOR3	154	510	1287	1039
sgRPL37A_4	RPL37A	757	350	412	622
sgC22orf46_1	C22orf46	2500	2283	1687	1763
sgLRRC46_4	LRRC46	520	646	4393	2176
sgARHGAP5_1	ARHGAP5	1149	1261	1053	408
sgIFI27L2_3	IFI27L2	3820	2231	241	283
sgANGPT1_4	ANGPT1	2320	913	701	966
sgSPATA31A6_1	SPATA31A6	2208	2095	344	423
sgCHRM3_1	CHRM3	2713	1276	3398	3315
sgTNNI1_1	TNNI1	4300	1417	5032	3226
sgMUC15_3	MUC15	1277	1313	1203	897
sgINSIG1_3	INSIG1	2748	2096	3518	2851
sgSLC1A3_4	SLC1A3	847	816	2802	2279
sgPDC_4	PDC	7271	4605	5084	7715
sgSERAC1_4	SERAC1	3540	2592	3843	3012
sgCR1_3	CR1	732	1009	761	1371
sgNOL3_2	NOL3	2039	2285	4812	2536
sgLINS_3	LINS	6872	4041	4930	2560
sgPTS_3	PTS	1083	650	1412	1552
sgEIF2AK3_2	EIF2AK3	2388	1399	2043	2187
sgBCL11B_1	BCL11B	2715	1866	963	792
sgSLC7A13_2	SLC7A13	2372	2314	673	776
sgHLA-DMA_3	HLA-DMA	2754	2071	4885	4184
sgPCMTD2_3	PCMTD2	1239	646	1860	1041
sgTICAM1_3	TICAM1	2453	1075	3899	3359
sgNAT16_1	NAT16	484	531	704	379
sgTHAP3_4	THAP3	1590	1454	727	1107
sgMAS1_1	MAS1	1223	1098	4405	2032
sgSCN8A_3	SCN8A	772	487	1943	2035
sgMAGEA5_2	MAGEA5	1898	1161	2095	827
sgCCPG1_4	CCPG1	922	1060	2129	2252
sgMAPK13_3	MAPK13	1363	922	1221	1188
sgWDR45_3	WDR45	2951	1980	2415	2380
sgDEFB106B_4	DEFB106B	1147	757	2109	1416
sgSLC22A16_4	SLC22A16	2212	1183	2043	2274
sgOR1G1_2	OR1G1	2946	1188	1581	589
sgGAA_4	GAA	2044	1378	1678	795
sgGGCT_3	GGCT	727	758	2771	1021
sgTAF5L_1	TAF5L	1672	1013	1846	1277
sgFOSL2_4	FOSL2	1337	1083	771	944
sgDLX2_4	DLX2	1617	720	3098	1876
sgST18_4	ST18	1304	1382	856	680
sgPTGDR_3	PTGDR	2642	2426	895	1117
sgSERPINH1_2	SERPINH1	2360	1496	884	992
sgAPOBEC1_3	APOBEC1	1774	956	63	268
sgC12orf75_2	C12orf75	1083	646	3633	6465
sgCATSPERB_2	CATSPERB	1465	1019	3357	1627
sgSHISA2_3	SHISA2	3004	2922	3342	2264
sgKCNH4_2	KCNH4	1240	882	1389	755
sgTXNDC5_3	TXNDC5	2788	1979	1058	856
sgDTX4_3	DTX4	370	448	757	424
sgHGSNAT_4	HGSNAT	1658	991	1304	889
sgHIVEP2_2	HIVEP2	1024	1050	768	436
sgACSM2A_3	ACSM2A	1778	1675	7847	4756
sgMPPED2_4	MPPED2	3680	3045	2904	6668
sgPITX3_4	PITX3	1537	859	7908	5787
sgNOL7_2	NOL7	5943	4029	403	284
sgPODXL_2	PODXL	1517	1378	1372	836
sgCTNNA1_1	CTNNA1	814	561	3438	1430
sgOLIG2_2	OLIG2	2466	1693	16694	5806
sgKCTD3_2	KCTD3	5174	4189	506	217
sgUGT2A1_3	UGT2A1	483	355	2998	2103
sgIDH2_3	IDH2	2010	2374	1501	1218
sgSTK19_2	STK19	492	497	913	1001
sgZNF154_3	ZNF154	1841	901	1172	1172
sgLOXL1_3	LOXL1	1466	1597	755	975
sgIRX2_4	IRX2	954	1283	545	731
sgSLC45A3_1	SLC45A3	555	610	238	293
sgDMXL2_2	DMXL2	1922	1676	3376	2607
sgOSTF1_3	OSTF1	1398	958	1125	513
sgCNTN4_2	CNTN4	3680	2158	7560	2468
sgIL23R_4	IL23R	774	1051	2030	1207
sgCRB1_4	CRB1	1873	1300	1771	702
sgSERTM1_3	SERTM1	948	433	779	871
sgSLC25A41_1	SLC25A41	930	427	694	992
sgFAM129B_2	FAM129B	1478	1612	2848	2315
sgNUDCD2_2	NUDCD2	1839	1091	3694	2395
sgBTNL2_1	BTNL2	74	113	1769	2251
sgGDNF-AS1_1	GDNF-AS1	2402	2214	4826	3738
sgDERL1_2	DERL1	1263	879	1556	1495
sgTBCEL_4	TBCEL	2788	2357	3923	3324
sgPKD2L1_3	PKD2L1	1824	809	2406	4075
sgTMEM207_2	TMEM207	3456	1622	1197	1065
sgWDR35_1	WDR35	1900	1709	740	323
sgMEX3B_1	MEX3B	3905	1747	832	1074
sgAPOL1_3	APOL1	2115	1155	651	589
sgH2BFWT_2	H2BFWT	730	450	3954	2967
sgMLLT6_2	MLLT6	3680	2412	5075	3828
sgLOC113230_4	LOC113230	1423	1226	371	221
sgTP53AIP1_2	TP53AIP1	3109	2245	3275	3352
sgCHRM2_4	CHRM2	863	742	798	527
sgSPRYD3_4	SPRYD3	11086	8153	3614	8435
sgIFNA4_2	IFNA4	690	292	1543	842
sgKRTAP2-2_2	KRTAP2-2	428	694	1901	1328
sgTMEM186_4	TMEM186	431	437	846	784
sgSLC5A6_4	SLC5A6	942	1065	1203	675
sgSMIM15_3	SMIM15	733	983	1646	1129
sgPUF60_2	PUF60	730	399	306	282
sgC17orf77_3	C17orf77	1229	1177	1374	1541
sgSLC6A3_4	SLC6A3	740	628	106	151
sgTTC31_2	TTC31	1955	1395	1688	1047
sgNPY2R_2	NPY2R	497	476	2018	1260
sgN4BP2L1_2	N4BP2L1	3078	2692	2114	1133
sgPITX1_3	PITX1	1374	1266	4389	3091
sgNPEPL1_1	NPEPL1	3332	2650	3218	2602
sgOR5H6_3	OR5H6	1229	649	1508	2045
sgCDY2A_2	CDY2A	2031	1325	2141	849
sgSPINK6_3	SPINK6	1271	748	561	440
sgNFIX_1	NFIX	3584	5315	1509	1202
sgGXYLT2_3	GXYLT2	1062	976	776	905
sgGPD1_4	GPD1	1744	1277	1952	2217
sgDPM1_3	DPM1	877	597	3885	2441
sgCT45A1_4	CT45A1	3185	2895	3669	4241
sgSLC12A5_3	SLC12A5	1854	1364	552	501
sgSULT1C4_4	SULT1C4	2721	2729	1442	1105
sgZNF248_4	ZNF248	2483	1897	1599	1419
sgIL36G_2	IL36G	2546	2469	1414	1344
sgTHEGL_2	THEGL	1829	2208	1772	1590
sgNRBP2_1	NRBP2	1097	730	1233	774
sgRHOT2_2	RHOT2	1341	976	871	1415
sgSPINT3_1	SPINT3	1853	1153	2157	1100
sgSEC11C_2	SEC11C	3622	2354	863	831
sgSPATA19_4	SPATA19	441	378	2408	1035
sgDNM1L_1	DNM1L	479	401	3509	2759
sgSLC15A1_3	SLC15A1	2873	1403	2431	2683
sgP2RX3_4	P2RX3	435	417	1286	823
sgDES_2	DES	4367	1995	1247	670
sgC19orf80_3	C19orf80	810	370	1518	1365
sgASIP_3	ASIP	1638	983	917	854
sgNOMO2_1	NOMO2	1234	625	1230	892
sgTSPAN14_4	TSPAN14	1582	1535	1425	1108
sgZNF267_4	ZNF267	754	1035	698	787
sgCOA4_3	COA4	1210	771	15236	7839
sgEMG1_2	EMG1	757	264	119	175
sgKCNH1_1	KCNH1	3208	2374	1233	903
sgOAF_1	OAF	964	961	1112	733
Neg_Control_Human_GA_0319	NegCtrl	1420	1017	226	206
sgMOCOS_2	MOCOS	1729	1353	5975	4182
sgCWH43_1	CWH43	1582	2043	2712	1650
sgZNF671_1	ZNF671	2589	1570	2493	1701
sgARHGEF4_4	ARHGEF4	5595	3727	1579	672
sgSUN2_3	SUN2	5991	4949	15153	3068
sgPDZK1_4	PDZK1	829	986	3249	1361
sgMFSD5_1	MFSD5	407	363	545	570
sgSARDH_4	SARDH	2435	1309	1605	1439
sgCR1L_1	CR1L	1988	2420	11974	3473
sgLTBR_2	LTBR	926	672	455	336
sgDNAI1_2	DNAI1	3473	3932	6265	4952
sgHIST1H4C_2	HIST1H4C	1225	463	12969	6067
sgTSPAN4_1	TSPAN4	1266	1120	334	408
